a1,a2,a3,a4,load,failure
-6.01987,2.92682,-0.124672,0.883231,0.0,1.0
3.40685,-4.73829,-4.07916,1.43939,0.0,1.0
-8.26322,-1.38384,-3.02011,-3.14487,0.0,0.0
1.92675,-2.12724,-0.813886,6.78639,0.0,0.0
7.63346,-0.292619,0.552519,-0.220635,0.0,1.0
9.90089,-3.04383,-0.417406,-5.35919,0.0,1.0
0.124566,4.16721,-2.08492,-0.579312,0.0,1.0
0.251158,-3.51363,-1.00747,-0.604174,0.0,1.0
-1.35202,-0.0659184,5.06461,-0.691482,0.0,1.0
3.50458,-0.504889,1.72683,0.0336725,0.0,0.0
-1.87275,5.19485,-2.83845,0.123122,0.0,0.0
0.423878,-1.245,-0.49936,-2.61344,0.0,0.0
4.7022,-5.6117,2.02209,2.20208,0.0,1.0
2.30784,-3.48941,0.583766,0.0262754,0.0,1.0
-4.63637,-1.56249,1.4453,0.97929,0.0,1.0
2.03444,-3.74244,8.85503,-4.81368,0.0,0.0
13.186,-3.60002,5.28529,-7.81679,0.0,0.0
8.22866,3.09295,-1.09514,-12.494,0.0,0.0
9.91642,1.12139,-1.50845,-8.22152,0.0,0.0
1.82678,-4.84124,4.68983,-0.889588,0.0,0.0
2.81056,-0.654438,0.389382,2.39729,0.0,1.0
3.00177,-0.721233,0.572056,-0.0775259,0.0,1.0
-0.482416,-9.10243,1.94999,2.84539,0.0,0.0
-0.718516,1.89252,0.104307,-2.73009,0.0,0.0
-0.310083,3.10198,-2.49207,3.14829,0.0,1.0
-0.360754,-0.073666,0.707094,-0.834873,0.0,0.0
12.6673,-1.99766,-2.51286,-0.615486,0.0,0.0
-0.129506,-0.783818,-1.02877,-0.405657,0.0,1.0
3.26953,5.14129,-0.781694,-3.61307,0.0,0.0
-7.66943,2.73233,0.639224,2.12186,0.0,1.0
3.48696,-1.14538,5.55815,-0.534387,0.0,0.0
1.60111,2.43245,-2.24826,-0.947883,0.0,0.0
7.48873,0.922742,7.06948,-5.66161,0.0,0.0
-2.2818,-0.178405,-1.2092,-1.57879,0.0,1.0
6.63151,5.29248,3.07778,-0.907843,0.0,0.0
-3.51385,2.88621,-0.460013,1.24564,0.0,0.0
-1.11557,0.662692,1.02254,-0.890555,0.0,0.0
-0.235066,1.19514,-0.748156,1.83186,0.0,0.0
1.50104,-3.42378,1.88776,2.34054,0.0,1.0
-5.73065,-1.20375,5.54657,2.32983,0.0,1.0
4.20815,2.04427,-2.03093,2.17297,0.0,0.0
21.7826,-1.95021,-2.98041,1.28803,0.0,0.0
0.0576477,0.456328,-0.200708,1.84799,0.0,0.0
-0.138613,-6.52716,6.13551,2.70563,0.0,1.0
-9.25148,4.14599,-0.41537,1.65985,0.0,1.0
7.54681,-2.84617,-1.65282,-1.77622,0.0,1.0
3.59622,1.96269,3.2874,0.50931,0.0,0.0
0.596525,1.51218,1.22983,-2.45874,0.0,1.0
-9.0392,3.99159,-13.1941,1.97584,0.0,0.0
4.46381,4.31711,-3.20953,-1.88044,0.0,1.0
4.48171,-0.843804,-5.06618,0.776725,0.0,1.0
2.46459,4.57852,-4.04456,4.55637,0.0,1.0
3.21557,2.9681,-5.62674,1.51847,0.0,0.0
3.58064,-1.94388,-1.23283,1.85508,0.0,1.0
-6.29356,-8.65449,0.16663,-6.2526,0.0,0.0
-12.6154,0.0649565,3.39399,-6.78875,0.0,0.0
-3.4142,-2.30774,-5.40775,-3.2475,0.0,1.0
7.59623,-15.2654,-1.5777,6.87177,0.0,0.0
2.06093,-1.74175,0.861708,-1.9213,0.0,0.0
8.14719,2.07375,-1.28843,3.11965,0.0,0.0
-7.09067,4.78792,7.7161,3.05768,0.0,1.0
10.9141,5.06213,-1.29838,1.25994,0.0,0.0
-4.49013,0.0975514,-0.530021,0.916444,0.0,1.0
3.00625,1.58412,-0.678918,2.07965,0.0,0.0
-0.978456,-1.78426,-0.652507,0.103298,0.0,0.0
9.30849,-0.765606,0.56488,3.72888,0.0,0.0
-3.01631,1.54295,-1.46334,-0.275724,0.0,1.0
0.668277,-3.17813,3.24413,0.568633,0.0,1.0
-2.46592,-1.7936,0.703049,-2.88143,0.0,0.0
-1.76686,3.81404,-2.00123,0.923112,0.0,1.0
5.25114,-5.77945,3.2358,-1.06109,0.0,0.0
1.54821,-3.07862,7.09424,1.16042,0.0,1.0
0.828398,4.85101,-3.40953,4.1861,0.0,0.0
-4.34713,3.07897,4.00106,-1.36366,0.0,1.0
-1.37666,6.95058,-1.30579,1.44275,0.0,0.0
-3.35804,-1.40415,-2.96853,4.34721,0.0,1.0
0.378727,2.2102,1.04638,2.21745,0.0,0.0
0.0624557,-0.952431,-1.41589,0.48719,0.0,0.0
5.9405,-4.89801,2.07962,-0.800117,0.0,1.0
-2.11387,1.24496,-0.988802,-0.441363,0.0,1.0
0.128682,-1.69632,-1.36206,-1.21361,0.0,0.0
-4.55008,4.14955,-4.09409,7.25955,0.0,0.0
-0.879425,1.80431,3.87636,-0.0667288,0.0,1.0
1.57211,1.19712,0.270713,-1.92589,0.0,0.0
-1.78542,4.13098,2.01507,0.322595,0.0,0.0
-2.37788,-1.7678,-4.37679,-3.39982,0.0,0.0
0.357462,10.2332,-5.20837,-0.0547416,0.0,1.0
3.61576,-1.43428,1.91013,1.28221,0.0,0.0
-1.59612,-3.98002,2.09962,-3.62755,0.0,1.0
-12.4659,5.0979,7.15926,-0.0740368,0.0,1.0
-0.417242,-1.82048,-0.854332,4.15754,0.0,1.0
-1.59957,-1.56986,1.34585,3.89366,0.0,0.0
-2.6288,-4.31119,1.71406,-2.07597,0.0,0.0
-0.0935585,-1.79319,1.20644,-1.13846,0.0,0.0
1.8626,-0.794658,-1.33251,0.977665,0.0,1.0
-3.29939,1.744,2.30812,-0.454708,0.0,1.0
1.1576,1.935,1.81177,-2.21578,0.0,0.0
-3.91189,-7.98724,3.59209,5.48541,0.0,1.0
-3.89089,2.40869,0.475092,-1.67935,0.0,0.0
-5.58676,-0.165806,2.69585,4.82608,0.0,0.0
1.14442,0.681477,1.39433,3.41596,0.0,0.0
-3.09478,-4.82107,-4.0644,-0.67276,0.0,0.0
1.73019,-2.24694,0.3712,-0.0358051,0.0,0.0
-3.29213,-8.7823,0.832442,5.41167,0.0,1.0
4.03401,10.6019,-5.11707,2.1397,0.0,0.0
0.660022,-2.12479,-0.810058,-0.0433354,0.0,0.0
-0.293557,-12.6109,3.23068,-3.65091,0.0,1.0
-2.40065,-3.53199,2.20017,2.59941,0.0,1.0
-4.33985,3.50038,-2.33678,-1.46955,0.0,0.0
-4.53761,-0.861456,-0.879119,-1.70191,0.0,0.0
-3.52445,-0.937927,-1.89472,0.178555,0.0,0.0
-2.54141,-2.30976,-4.64826,-0.383767,0.0,1.0
-1.08878,-2.26649,3.88935,-5.42663,0.0,1.0
0.255622,1.53561,-0.201813,-0.120693,0.0,1.0
-1.6872,-2.18041,-0.517192,1.12866,0.0,0.0
-3.382,3.1097,0.356449,1.4433,0.0,1.0
2.879,-2.40096,0.532073,-0.773956,0.0,1.0
-0.779121,-2.46537,-0.450519,0.0240491,0.0,1.0
-5.23954,-2.29582,-2.91434,4.933,0.0,1.0
-1.83141,0.634795,3.81421,-0.939905,0.0,0.0
1.90491,0.715179,0.88452,-1.66761,0.0,0.0
0.666159,0.234298,0.574556,-0.0188297,0.0,1.0
4.79425,-1.96684,-3.84424,-2.82591,0.0,1.0
1.92182,0.680019,-0.0959619,-1.09617,0.0,0.0
-0.18374,-2.91891,0.51419,-2.44711,0.0,1.0
-4.33842,1.79674,-3.08127,0.525434,0.0,1.0
9.47169,0.827431,-0.824341,-3.19067,0.0,0.0
-3.75513,1.2999,-0.231237,0.702837,0.0,1.0
0.0185847,1.9841,-1.75714,4.01038,0.0,1.0
2.56152,3.05882,-1.08793,2.87954,0.0,1.0
-34.8714,-5.87937,-2.07711,-0.825129,0.0,0.0
0.332134,2.12504,-0.689227,-3.10144,0.0,1.0
-3.3268,0.32025,-1.14632,-0.832881,0.0,0.0
0.504957,5.05588,2.56749,-2.68341,0.0,0.0
2.17813,0.184749,-4.18874,0.928924,0.0,1.0
-1.32598,2.71836,-1.10124,-0.0904451,0.0,0.0
2.40507,-0.943155,0.238534,4.10069,0.0,1.0
3.74008,-12.2603,9.22229,-4.03829,0.0,0.0
0.301543,-0.633958,2.62211,-0.174799,0.0,1.0
16.7252,16.9576,-8.06859,6.24213,0.0,0.0
0.167141,0.446155,-2.58781,1.59553,0.0,1.0
2.06682,-0.977765,0.212899,-1.75158,0.0,1.0
8.332,0.651471,-0.718131,-0.902829,0.0,0.0
1.86858,-0.401883,6.41425,-4.12966,0.0,1.0
-5.91404,2.30786,1.62974,5.04119,0.0,1.0
0.764278,1.86788,1.49985,2.62473,0.0,1.0
-7.13664,10.6284,-2.44516,-4.13773,0.0,1.0
-1.58072,5.17288,-0.0817087,2.24736,0.0,0.0
0.905609,4.21587,1.98734,-2.04012,0.0,1.0
-1.46871,-0.846,0.538814,-0.93587,0.0,0.0
0.194358,3.4819,-1.50269,2.28057,0.0,1.0
-3.40792,0.575072,-1.69306,0.880032,0.0,1.0
1.41302,0.685859,-0.0205771,-0.912412,0.0,1.0
-7.60686,2.06984,-1.54326,1.33925,0.0,1.0
2.86585,-6.02485,2.16,1.3401,0.0,0.0
-5.49778,-3.59427,-3.51186,2.86293,0.0,1.0
3.38503,0.60804,0.578205,2.2318,0.0,0.0
-1.28658,-2.38113,-0.395874,-1.70026,0.0,1.0
5.36177,0.194027,-3.14053,2.17918,0.0,0.0
1.25299,-3.21093,2.56499,-8.05428,0.0,1.0
-0.685454,-0.336236,0.85529,0.830067,0.0,1.0
-2.4345,-3.50404,-2.06143,2.41001,0.0,1.0
-4.704,-3.95632,0.87376,-0.784331,0.0,0.0
-1.65811,-1.11766,0.364123,1.62643,0.0,1.0
-1.58777,-2.78075,2.68245,1.67478,0.0,0.0
1.2017,1.07488,2.2562,-4.05933,0.0,0.0
-1.32126,-8.82269,-0.271497,3.61532,0.0,0.0
3.69894,-7.58605,-0.532857,-1.38635,0.0,1.0
1.80009,1.36108,1.69154,-1.59488,0.0,0.0
-0.39053,2.2581,-2.08204,-2.4287,0.0,1.0
-2.65479,-1.42952,0.0608885,-1.09851,0.0,0.0
4.73257,-4.95686,4.31259,-2.55646,0.0,1.0
0.900364,-4.96494,6.03425,-2.72225,0.0,1.0
-0.970612,2.54033,-4.06891,1.97851,0.0,1.0
4.42914,-6.40448,1.56479,-5.13778,0.0,0.0
-0.131295,5.59802,1.25482,-3.28379,0.0,1.0
-2.49819,-7.34582,-0.89697,-1.50649,0.0,1.0
-1.54033,-2.15685,-2.27639,0.775267,0.0,1.0
0.109441,-0.223162,-1.51969,-2.00902,0.0,0.0
3.82771,7.9702,-4.16377,-0.0880448,0.0,1.0
0.577375,-0.618552,-0.654294,-0.0708199,0.0,0.0
1.6395,-0.294884,-4.02348,-4.6721,0.0,0.0
0.834159,0.819712,-1.83354,-0.0302808,0.0,0.0
-2.54131,-1.9394,0.483052,1.98588,0.0,1.0
5.3935,3.17379,4.73265,-4.84747,0.0,1.0
1.63426,3.90915,3.54268,-2.66811,0.0,1.0
-3.79184,-6.24748,3.65388,-4.57637,0.0,1.0
-1.40826,-4.57562,2.12747,-0.988639,0.0,0.0
4.16254,0.517774,4.72032,-2.62739,0.0,0.0
2.22739,-4.6373,0.596115,-1.96321,0.0,0.0
0.493508,-2.36796,2.68354,1.3862,0.0,0.0
2.73941,2.79986,2.98639,2.00598,0.0,1.0
-4.20041,2.24793,-4.30701,1.56193,0.0,1.0
-0.0202648,0.909749,0.151826,0.0154378,0.0,0.0
-2.92934,-1.07343,6.3459,-2.75517,0.0,1.0
12.1078,0.311702,-2.04409,1.49667,0.0,0.0
-0.906877,0.913262,0.125736,1.47226,0.0,0.0
-6.09939,8.69945,-7.06256,0.280356,0.0,0.0
9.5188,-10.0487,-0.652601,-1.56293,0.0,0.0
-0.840413,-0.202272,1.77563,-0.858839,0.0,0.0
0.436343,-2.15461,1.86679,1.34515,0.0,0.0
2.70324,1.37646,2.46662,-6.96506,0.0,1.0
-0.0878852,-0.49224,0.924262,1.43986,0.0,1.0
-0.0121757,2.01342,-1.8676,-0.346536,0.0,1.0
3.78283,1.20709,1.22325,2.33062,0.0,1.0
0.444511,0.399523,-2.20992,1.95976,0.0,1.0
-2.27874,3.17372,4.59449,-5.91675,0.0,1.0
-1.78585,1.28201,-0.469735,1.78473,0.0,0.0
3.55941,-1.65819,-1.31318,-5.07604,0.0,1.0
3.35724,-2.63448,9.03436,-1.23753,0.0,0.0
-0.392442,2.01405,0.854002,-1.34942,0.0,0.0
0.988705,2.42621,-1.78065,-0.719281,0.0,1.0
-0.340273,0.92013,-0.403197,1.3654,0.0,0.0
0.256468,4.45887,-2.42884,-3.87575,0.0,1.0
-7.77242,0.676737,3.87668,0.742486,0.0,1.0
3.40405,7.27782,-3.74359,0.725276,0.0,1.0
0.147966,1.59205,0.0643589,0.947974,0.0,0.0
1.56068,1.03801,-0.0204763,0.419976,0.0,0.0
-1.19373,1.36326,2.95339,-3.60378,0.0,0.0
0.131142,3.36387,-1.36379,-1.06031,0.0,0.0
4.99899,1.91017,-1.95451,2.02043,0.0,1.0
0.295795,1.28805,1.88509,-1.71677,0.0,1.0
-1.35309,1.58904,6.43633,-0.622118,0.0,1.0
-1.46675,0.217623,2.5148,0.7537,0.0,1.0
-8.30194,3.69352,3.72275,-8.48324,0.0,0.0
-3.87458,2.43799,1.62822,-1.17995,0.0,0.0
2.51549,2.01846,0.589604,-0.998753,0.0,1.0
-0.457888,-0.924628,1.74928,1.88814,0.0,1.0
-5.95954,1.58672,-2.25558,4.43922,0.0,0.0
8.59586,0.46626,1.87903,0.295625,0.0,0.0
-0.833702,-2.0312,-2.59994,0.567519,0.0,1.0
0.521658,-0.931413,-0.0847797,-0.928142,0.0,0.0
-0.561336,1.44504,-0.834181,-0.919089,0.0,1.0
-0.302794,2.6748,9.74215,8.04789,0.0,1.0
5.61215,-3.47748,0.413518,1.39708,0.0,1.0
-4.62052,3.39082,-2.07403,-2.66182,0.0,1.0
4.83653,-0.181679,-3.5045,2.69114,0.0,1.0
2.96148,-3.12464,-4.83271,1.27973,0.0,1.0
15.2971,1.88103,-1.41832,5.37705,0.0,0.0
-2.72849,2.61045,-2.77793,1.71438,0.0,0.0
1.63598,0.728204,-0.0458012,-0.718656,0.0,0.0
3.12607,-0.452695,4.37855,4.23768,0.0,0.0
2.46035,-0.825689,12.2036,-3.82469,0.0,1.0
4.99092,3.4088,-2.31373,0.80567,0.0,0.0
0.240827,-1.80418,-0.487807,-1.89669,0.0,1.0
-1.14353,1.88084,-0.971155,0.496134,0.0,0.0
0.815122,-4.44226,4.06749,-3.4932,0.0,1.0
1.48667,2.81748,1.46589,-1.44196,0.0,1.0
2.61288,1.44093,3.62493,0.583901,0.0,1.0
4.48982,-8.93817,-0.425381,3.42533,0.0,0.0
2.0083,0.385465,-0.697857,0.00448053,0.0,0.0
-2.07027,1.82398,-1.16806,2.73663,0.0,0.0
-3.45789,-0.870867,-3.59017,3.5723,0.0,0.0
-0.571176,-0.479651,-1.29669,0.618813,0.0,1.0
-11.3666,9.92992,1.78325,-3.78337,0.0,0.0
-6.15912,4.68265,-1.70556,2.88055,0.0,1.0
2.55203,-3.11368,-1.1886,-0.472695,0.0,0.0
2.10069,0.358666,1.6265,-1.22294,0.0,1.0
-1.06707,0.417308,-0.823797,-0.803603,0.0,0.0
0.700658,-0.402792,-1.35647,1.33637,0.0,0.0
1.04557,0.320202,-0.524814,-0.785723,0.0,1.0
-0.626345,2.60813,0.902011,-1.24372,0.0,1.0
-4.53552,-6.90491,-8.57773,-0.363457,0.0,1.0
-6.19231,3.33465,2.8013,-9.11713,0.0,1.0
-0.705297,-2.75971,3.15599,1.86487,0.0,1.0
0.424322,-1.88232,0.679569,-1.67293,0.0,0.0
-3.06494,-1.08797,0.897956,2.56776,0.0,0.0
-1.3721,1.16734,0.193982,-1.86854,0.0,0.0
-1.33188,-1.13819,-0.433377,-0.421975,0.0,1.0
-0.422061,3.10159,1.72389,-1.86777,0.0,1.0
-0.812516,1.08986,0.46233,-0.555003,0.0,1.0
0.0983355,1.05928,-3.50006,1.70024,0.0,0.0
-1.27075,0.968726,-1.3915,-0.297939,0.0,0.0
-1.62886,-0.676987,-0.0823667,-1.11755,0.0,1.0
-5.75897,1.67999,-7.63428,1.68621,0.0,0.0
2.06842,-1.62177,1.60559,-1.20198,0.0,0.0
0.0486964,2.52333,0.446178,-1.02441,0.0,1.0
11.1052,0.984847,-5.06879,5.79942,0.0,0.0
-3.04194,1.55052,-0.816168,0.898574,0.0,1.0
-5.97891,-5.10255,-4.99157,-0.864652,0.0,0.0
7.50591,-4.77128,1.04524,-4.21214,0.0,0.0
-5.51334,1.01075,-5.386,-0.861962,0.0,0.0
-3.74447,-0.49481,-5.05962,-1.76662,0.0,0.0
-3.21973,1.68905,-0.891531,2.51833,0.0,0.0
8.77347,-7.79249,-3.37818,6.17283,0.0,0.0
-10.8002,-4.61255,3.14875,-7.1881,0.0,0.0
-8.85202,4.11363,3.35184,-1.59233,0.0,1.0
1.63631,4.10551,0.227013,-2.89927,0.0,1.0
-2.61898,-2.76456,-3.59311,0.53379,0.0,1.0
1.2892,-3.69273,-0.607379,0.374462,0.0,1.0
5.61552,-4.18621,4.44181,-4.8694,0.0,0.0
-0.444277,0.574789,4.14923,5.34782,0.0,1.0
11.9311,-4.03777,-0.589357,1.36601,0.0,0.0
-1.70543,5.88012,4.91113,-3.65451,0.0,1.0
3.25105,1.24697,-1.68239,-0.0974842,0.0,0.0
0.889929,3.55247,0.879185,-0.457827,0.0,1.0
-5.11574,5.61424,-8.58505,3.49297,0.0,1.0
4.84877,4.29217,-1.84005,2.79223,0.0,0.0
-4.55634,-0.86253,-3.25217,-0.712674,0.0,0.0
5.981,4.04542,3.53689,-2.01444,0.0,0.0
1.97696,-1.16356,-3.42535,-1.19872,0.0,0.0
-11.4345,-7.759,3.85686,-3.55103,0.0,1.0
-1.81913,-7.68787,5.10068,2.01782,0.0,1.0
4.53145,-0.430253,3.05627,1.10029,0.0,0.0
-4.00076,-5.57785,0.953264,-6.4085,0.0,0.0
0.556707,1.8075,-0.4089,0.935714,0.0,1.0
1.61373,1.74881,-2.02562,2.47971,0.0,0.0
-4.34558,2.09278,-3.5903,0.198511,0.0,1.0
-0.900331,0.310213,0.18652,-1.56051,0.0,0.0
-0.65217,4.58634,-1.7427,0.556557,0.0,1.0
2.48322,5.93199,-1.07421,1.49154,0.0,0.0
-3.30674,0.952754,-3.36791,3.61735,0.0,1.0
-10.7403,11.325,-0.749283,-0.6581,0.0,1.0
-2.58024,0.761012,-0.837735,0.293002,0.0,0.0
-8.11722,-0.708408,1.42851,-2.61848,0.0,0.0
21.2667,8.25715,-4.35521,6.00571,0.0,0.0
1.58055,3.86285,-3.46019,-2.73791,0.0,1.0
-11.0218,9.85181,3.18398,-3.39053,0.0,0.0
2.98968,-0.375563,-1.94707,1.80323,0.0,1.0
5.66424,3.2582,6.4682,-2.32253,0.0,0.0
-1.67949,-2.09156,-3.61043,0.19114,0.0,0.0
-5.87226,11.055,-2.93277,-2.40596,0.0,0.0
-3.30112,1.33944,0.497315,0.203935,0.0,1.0
0.313989,-0.955214,2.47542,-2.56129,0.0,1.0
11.8341,-5.69296,9.28356,4.67753,0.0,0.0
-3.55807,0.102976,2.63199,1.16317,0.0,1.0
0.973925,-1.80102,0.225768,1.29055,0.0,0.0
-2.62099,-1.43476,0.396799,2.11627,0.0,1.0
-0.845785,1.88872,2.64493,1.39784,0.0,1.0
1.43945,-1.60331,1.10251,2.5887,0.0,1.0
3.96807,4.97327,-5.30656,-3.29345,0.0,1.0
